temperature,rainfall,humidity,population,water_level,pH,turbidity,flow_rate,district,month,year,day_of_week,season,is_weekend,is_holiday,income_level,industrial_activity,tourism,pipe_age,leakage_rate,storage_capacity,forecast_rainfall,forecast_temperature,demand_lag_1m,demand_lag_3m,demand_lag_6m,demand
29.8,221.4,82.9,172962,177.0,6.54,0.86,28.3,Mbeya,10,2007,0,Dry,0,0,4,76,29,45,30.9,144600,287.2,31.1,276736,1828339,945004,498241
24.3,153.9,41.6,258584,159.4,6.76,4.26,66.7,Mbeya,11,2007,3,Rainy,0,0,4,76,29,45,30.9,144600,143.5,23.5,498241,1005934,1190719,1008384
21.5,139.3,51.5,182986,26.4,6.79,3.93,59.2,Mbeya,12,2007,5,Short Rains,1,0,4,76,29,45,30.9,144600,84.5,22.6,1008384,276736,1660007,700862
26.5,59.2,54.0,247476,181.0,7.63,1.6,67.0,Mbeya,1,2008,1,Hot,0,0,4,76,29,45,30.9,144600,33.3,26.9,700862,498241,1828339,954638
32.1,246.3,44.6,251687,70.2,6.88,3.41,67.8,Mbeya,2,2008,4,Hot,0,0,4,76,29,45,30.9,144600,290.7,30.8,954638,1008384,1005934,630368
28.4,76.8,89.6,56287,173.7,7.91,3.75,39.2,Mbeya,3,2008,5,Rainy,1,0,4,76,29,45,30.9,144600,41.0,28.2,630368,700862,276736,277368
20.3,84.6,68.4,185545,38.4,6.78,3.13,17.2,Mbeya,4,2008,1,Rainy,0,0,4,76,29,45,30.9,144600,96.8,20.7,277368,954638,498241,728617
34.9,126.0,48.8,82560,34.4,8.25,4.87,41.8,Mbeya,5,2008,3,Rainy,0,0,4,76,29,45,30.9,144600,160.1,36.1,728617,630368,1008384,272724
24.9,250.9,68.5,231365,176.3,7.0,1.76,37.4,Mbeya,6,2008,6,Dry,1,0,4,76,29,45,30.9,144600,346.3,25.9,272724,277368,700862,769469
25.6,100.2,92.7,288390,31.9,7.6,2.69,23.2,Mbeya,7,2008,1,Dry,0,1,4,76,29,45,30.9,144600,89.3,24.6,769469,728617,954638,938940
32.1,279.6,42.1,212327,10.3,6.89,0.51,24.5,Mbeya,8,2008,4,Dry,0,0,4,76,29,45,30.9,144600,334.5,32.1,938940,272724,630368,639332
23.0,224.2,60.5,435813,51.1,6.76,2.77,56.2,Mbeya,9,2008,0,Dry,0,1,4,76,29,45,30.9,144600,281.0,22.2,639332,769469,277368,1287683
25.4,27.6,62.7,89826,96.6,7.27,3.28,53.4,Mbeya,10,2008,2,Dry,0,1,4,76,29,45,30.9,144600,29.7,25.7,1287683,938940,728617,389002
30.4,45.6,40.5,295734,10.5,8.12,1.48,72.1,Mbeya,11,2008,5,Rainy,1,0,4,76,29,45,30.9,144600,52.3,31.1,389002,639332,272724,1049836
31.1,185.3,57.7,56756,151.2,7.37,2.77,85.6,Mbeya,12,2008,0,Short Rains,0,0,4,76,29,45,30.9,144600,260.9,32.2,1049836,1287683,769469,174532
23.9,150.6,77.1,488625,128.9,8.23,2.27,11.4,Mbeya,1,2009,3,Hot,0,0,4,76,29,45,30.9,144600,216.6,24.5,174532,389002,938940,1581561
30.9,228.6,75.9,447297,186.7,7.59,0.9,40.2,Mbeya,2,2009,6,Hot,1,0,4,76,29,45,30.9,144600,162.2,30.4,1581561,1049836,639332,1397797
24.5,28.3,45.2,164235,154.2,7.47,4.48,64.9,Mbeya,3,2009,6,Rainy,1,0,4,76,29,45,30.9,144600,39.8,24.9,1397797,174532,1287683,577336
33.2,16.6,53.7,192723,107.7,8.31,0.51,53.8,Mbeya,4,2009,2,Rainy,0,0,4,76,29,45,30.9,144600,17.0,33.6,577336,1581561,389002,595565
22.5,46.2,53.9,315471,192.8,7.81,2.4,73.6,Mbeya,5,2009,4,Rainy,0,0,4,76,29,45,30.9,144600,27.8,23.5,595565,1397797,1049836,940833
26.9,126.7,93.3,315577,104.7,8.27,4.6,49.7,Mbeya,6,2009,0,Dry,0,0,4,76,29,45,30.9,144600,159.6,27.7,940833,577336,174532,978820
21.2,57.5,53.1,133564,81.4,7.0,1.23,11.7,Mbeya,7,2009,2,Dry,0,0,4,76,29,45,30.9,144600,29.4,21.3,978820,595565,1581561,451566
23.1,158.2,93.5,327343,92.4,6.57,1.21,13.1,Mbeya,8,2009,5,Dry,1,0,4,76,29,45,30.9,144600,108.9,23.4,451566,940833,1397797,1045002
32.7,217.9,81.0,491096,170.1,7.68,4.27,18.0,Mbeya,9,2009,1,Dry,0,0,4,76,29,45,30.9,144600,325.7,33.1,1045002,978820,577336,1270666
21.8,88.1,93.4,330806,76.8,8.46,1.42,62.9,Mbeya,10,2009,3,Dry,0,0,4,76,29,45,30.9,144600,101.1,21.4,1270666,451566,595565,1051620
26.5,8.2,62.8,124949,67.4,8.19,4.0,62.6,Mbeya,11,2009,6,Rainy,1,0,4,76,29,45,30.9,144600,12.1,26.1,1051620,1045002,940833,516672
23.9,18.9,74.0,435136,131.0,7.08,2.51,32.7,Mbeya,12,2009,1,Short Rains,0,0,4,76,29,45,30.9,144600,26.7,24.9,516672,1270666,978820,1380828
29.9,195.9,76.3,108634,94.3,7.31,4.81,71.4,Mbeya,1,2010,4,Hot,0,0,4,76,29,45,30.9,144600,158.9,31.2,1380828,1051620,451566,422329
30.4,56.1,42.7,397771,70.5,7.27,2.82,45.3,Mbeya,2,2010,0,Hot,0,0,4,76,29,45,30.9,144600,79.8,30.9,422329,516672,1045002,1262050
28.1,11.1,45.6,391714,139.3,6.54,4.18,22.2,Mbeya,3,2010,0,Rainy,0,0,4,76,29,45,30.9,144600,8.2,27.5,1262050,1380828,1270666,1129466
31.6,84.2,52.5,458035,12.8,7.93,4.46,57.0,Mbeya,4,2010,3,Rainy,0,0,4,76,29,45,30.9,144600,118.8,32.9,1129466,422329,1051620,1832777
26.8,241.9,65.2,203385,72.4,7.32,3.24,10.9,Mbeya,5,2010,5,Rainy,1,0,4,76,29,45,30.9,144600,154.6,26.0,1832777,1262050,516672,686101
34.2,154.5,70.9,363336,168.8,6.78,1.38,64.6,Mbeya,6,2010,1,Dry,0,0,4,76,29,45,30.9,144600,115.7,35.0,686101,1129466,1380828,1360041
31.4,184.8,45.1,56750,182.7,6.67,0.59,27.9,Mbeya,7,2010,3,Dry,0,0,4,76,29,45,30.9,144600,221.4,32.1,1360041,1832777,422329,161303
28.6,265.5,58.9,396663,105.9,8.4,1.81,43.0,Mbeya,8,2010,6,Dry,1,0,4,76,29,45,30.9,144600,147.1,29.7,161303,686101,1262050,1060703
28.4,264.1,50.8,429842,92.2,7.93,1.56,32.9,Mbeya,9,2010,2,Dry,0,0,4,76,29,45,30.9,144600,339.0,27.1,1060703,1360041,1129466,1645678
35.0,161.3,76.9,146078,155.8,7.06,4.63,59.2,Mbeya,10,2010,4,Dry,0,0,4,76,29,45,30.9,144600,231.0,35.2,1645678,161303,1832777,496885
33.5,121.2,67.0,77602,82.4,7.29,4.98,97.5,Mbeya,11,2010,0,Rainy,0,0,4,76,29,45,30.9,144600,79.1,32.0,496885,1060703,686101,253126
34.9,180.9,42.7,55120,99.4,7.77,4.52,56.8,Mbeya,12,2010,2,Short Rains,0,0,4,76,29,45,30.9,144600,110.3,34.0,253126,1645678,1360041,159721
29.5,58.0,73.4,145827,109.2,6.66,2.11,91.9,Mbeya,1,2011,5,Hot,1,0,4,76,29,45,30.9,144600,37.0,29.7,159721,496885,161303,625621
32.8,234.6,64.4,276800,78.5,6.7,1.48,32.4,Mbeya,2,2011,1,Hot,0,0,4,76,29,45,30.9,144600,183.9,31.8,625621,253126,1060703,971633
32.5,246.1,42.7,388885,97.8,7.08,1.31,78.6,Mbeya,3,2011,1,Rainy,0,1,4,76,29,45,30.9,144600,217.2,31.3,971633,159721,1645678,1041105
21.7,282.3,92.6,312969,77.3,6.59,0.5,94.2,Mbeya,4,2011,4,Rainy,0,0,4,76,29,45,30.9,144600,275.4,21.3,1041105,625621,496885,884077
31.1,184.2,93.7,74445,186.5,7.11,4.15,11.6,Mbeya,5,2011,6,Rainy,1,0,4,76,29,45,30.9,144600,221.6,30.8,884077,971633,253126,235519
33.2,289.7,64.2,464960,70.7,7.07,1.59,85.2,Mbeya,6,2011,2,Dry,0,0,4,76,29,45,30.9,144600,256.9,34.3,235519,1041105,159721,1685224
31.9,151.3,84.3,209171,96.0,8.19,4.48,46.5,Mbeya,7,2011,4,Dry,0,0,4,76,29,45,30.9,144600,90.8,31.7,1685224,884077,625621,731936
23.7,186.3,48.7,205277,32.9,8.35,1.92,15.9,Mbeya,8,2011,0,Dry,0,0,4,76,29,45,30.9,144600,183.1,24.2,731936,235519,971633,646524
28.3,67.2,51.2,150435,46.8,7.61,0.93,79.7,Mbeya,9,2011,3,Dry,0,0,4,76,29,45,30.9,144600,89.5,28.2,646524,1685224,1041105,652037
30.6,118.7,94.8,209069,95.5,7.1,1.35,27.2,Mbeya,10,2011,5,Dry,1,0,4,76,29,45,30.9,144600,160.9,31.9,652037,731936,884077,655271
22.0,280.4,53.6,218691,153.7,8.32,3.13,63.7,Mbeya,11,2011,1,Rainy,0,0,4,76,29,45,30.9,144600,303.4,22.2,655271,646524,235519,526637
23.2,160.7,53.4,160239,123.6,7.51,0.64,57.0,Mbeya,12,2011,3,Short Rains,0,0,4,76,29,45,30.9,144600,87.6,23.6,526637,652037,1685224,550314
20.9,62.9,77.4,173652,157.2,8.24,3.85,35.9,Mbeya,1,2012,6,Hot,1,0,4,76,29,45,30.9,144600,87.4,20.6,550314,655271,731936,541574
28.5,270.4,69.0,398711,112.2,6.71,4.03,80.6,Mbeya,2,2012,2,Hot,0,0,4,76,29,45,30.9,144600,318.9,28.2,541574,526637,646524,959412
31.3,114.8,68.4,442209,177.3,7.83,2.97,61.4,Mbeya,3,2012,3,Rainy,0,0,4,76,29,45,30.9,144600,96.5,30.7,959412,550314,652037,1708046
29.0,54.6,54.4,391422,10.7,6.53,2.93,73.2,Mbeya,4,2012,6,Rainy,1,0,4,76,29,45,30.9,144600,38.1,30.2,1708046,541574,655271,1587835
21.9,151.4,78.3,258428,61.9,6.77,4.17,97.8,Mbeya,5,2012,1,Rainy,0,0,4,76,29,45,30.9,144600,126.6,22.9,1587835,959412,526637,693516
23.9,13.4,74.5,122113,83.9,6.54,1.65,26.8,Mbeya,6,2012,4,Dry,0,0,4,76,29,45,30.9,144600,10.0,23.9,693516,1708046,550314,421958
33.8,183.5,66.5,476223,105.2,6.94,2.64,70.4,Mbeya,7,2012,6,Dry,1,0,4,76,29,45,30.9,144600,156.3,33.6,421958,1587835,541574,1614598
30.1,183.9,83.2,483936,162.3,6.59,2.63,70.5,Mbeya,8,2012,2,Dry,0,0,4,76,29,45,30.9,144600,275.6,30.9,1614598,693516,959412,1387359
29.5,98.1,87.8,392444,42.9,7.08,1.28,90.0,Mbeya,9,2012,5,Dry,1,0,4,76,29,45,30.9,144600,82.5,30.0,1387359,421958,1708046,1112933
25.0,165.1,77.3,460209,124.9,7.71,1.56,19.6,Mbeya,10,2012,0,Dry,0,1,4,76,29,45,30.9,144600,179.8,23.8,1112933,1614598,1587835,1671557
30.6,292.1,77.5,367178,133.7,7.41,2.22,16.5,Mbeya,11,2012,3,Rainy,0,1,4,76,29,45,30.9,144600,308.3,29.3,1671557,1387359,693516,966134
33.0,207.8,90.9,485441,111.8,7.3,1.56,28.7,Mbeya,12,2012,5,Short Rains,1,0,4,76,29,45,30.9,144600,235.6,33.1,966134,1112933,421958,1522918
33.2,43.1,71.9,376468,114.2,6.81,1.85,47.3,Mbeya,1,2013,1,Hot,0,0,4,76,29,45,30.9,144600,31.7,34.2,1522918,1671557,1614598,1482774
21.7,21.6,87.9,152757,52.7,8.24,1.91,62.4,Mbeya,2,2013,4,Hot,0,0,4,76,29,45,30.9,144600,11.4,21.2,1482774,966134,1387359,500270
28.4,248.6,85.8,340248,140.1,7.97,3.24,37.8,Mbeya,3,2013,4,Rainy,0,1,4,76,29,45,30.9,144600,146.6,28.4,500270,1522918,1112933,978652
29.3,278.9,59.3,173565,16.1,6.74,1.59,27.8,Mbeya,4,2013,0,Rainy,0,0,4,76,29,45,30.9,144600,152.8,29.0,978652,1482774,1671557,464805
24.8,63.3,66.2,436139,25.0,6.59,3.48,14.1,Mbeya,5,2013,2,Rainy,0,0,4,76,29,45,30.9,144600,67.2,23.9,464805,500270,966134,1481105
22.1,110.8,64.5,132375,25.4,7.07,4.48,12.8,Mbeya,6,2013,5,Dry,1,0,4,76,29,45,30.9,144600,111.1,21.3,1481105,978652,1522918,395709
28.1,257.7,87.2,428550,43.8,6.73,4.88,33.6,Mbeya,7,2013,0,Dry,0,0,4,76,29,45,30.9,144600,266.2,28.3,395709,464805,1482774,1197855
34.4,156.4,92.7,304950,133.9,7.88,2.49,43.8,Mbeya,8,2013,3,Dry,0,0,4,76,29,45,30.9,144600,189.4,34.5,1197855,1481105,500270,877393
22.7,93.7,58.6,219803,72.6,7.0,0.58,74.3,Mbeya,9,2013,6,Dry,1,0,4,76,29,45,30.9,144600,137.6,21.9,877393,395709,978652,739003
27.7,67.9,52.2,505832,20.2,7.19,0.72,92.8,Mbeya,10,2013,1,Dry,0,0,4,76,29,45,30.9,144600,74.3,26.6,739003,1197855,464805,1432282
26.3,100.6,91.8,323582,26.9,7.25,1.18,57.0,Mbeya,11,2013,4,Rainy,0,0,4,76,29,45,30.9,144600,86.8,27.1,1432282,877393,1481105,1240090
30.9,202.1,71.0,81648,187.5,8.28,3.27,11.4,Mbeya,12,2013,6,Short Rains,1,0,4,76,29,45,30.9,144600,271.7,32.2,1240090,739003,395709,297616
23.4,128.8,72.3,339187,28.7,7.41,0.57,95.2,Mbeya,1,2014,2,Hot,0,0,4,76,29,45,30.9,144600,158.0,24.4,297616,1432282,1197855,1178995
22.9,101.7,41.9,351756,20.6,6.76,1.45,29.9,Mbeya,2,2014,5,Hot,1,1,4,76,29,45,30.9,144600,91.3,23.2,1178995,1240090,877393,1393974
27.5,60.2,65.4,216309,187.9,8.09,4.61,35.9,Mbeya,3,2014,5,Rainy,1,0,4,76,29,45,30.9,144600,76.0,27.6,1393974,297616,739003,808522
25.6,15.5,67.0,63586,53.2,6.79,4.59,50.9,Mbeya,4,2014,1,Rainy,0,0,4,76,29,45,30.9,144600,12.0,25.0,808522,1178995,1432282,260581
25.0,241.0,88.3,258527,183.4,7.17,3.35,29.7,Mbeya,5,2014,3,Rainy,0,0,4,76,29,45,30.9,144600,153.5,25.5,260581,1393974,1240090,672627
29.4,115.1,55.4,344797,198.4,8.31,1.68,91.6,Mbeya,6,2014,6,Dry,1,0,4,76,29,45,30.9,144600,142.8,29.5,672627,808522,297616,906449
25.9,211.9,59.2,280724,171.1,7.31,0.54,46.7,Mbeya,7,2014,1,Dry,0,0,4,76,29,45,30.9,144600,288.6,27.2,906449,260581,1178995,697231
24.7,262.4,55.0,243472,45.1,7.19,2.3,31.4,Mbeya,8,2014,4,Dry,0,0,4,76,29,45,30.9,144600,341.5,23.8,697231,672627,1393974,624224
24.2,66.9,76.2,288022,148.8,7.52,4.06,74.8,Mbeya,9,2014,0,Dry,0,0,4,76,29,45,30.9,144600,36.3,23.5,624224,906449,808522,1045420
32.6,191.0,45.0,69750,116.0,6.8,3.14,97.9,Mbeya,10,2014,2,Dry,0,0,4,76,29,45,30.9,144600,255.8,31.4,1045420,697231,260581,251355
34.5,44.3,49.1,273290,161.9,7.22,3.98,63.0,Mbeya,11,2014,5,Rainy,1,0,4,76,29,45,30.9,144600,43.9,35.6,251355,624224,672627,918336
25.2,167.3,93.3,103377,53.1,8.43,1.84,88.6,Mbeya,12,2014,0,Short Rains,0,0,4,76,29,45,30.9,144600,213.2,25.4,918336,1045420,906449,397889
23.9,193.7,78.7,305911,53.3,7.63,1.45,45.6,Mbeya,1,2015,3,Hot,0,0,4,76,29,45,30.9,144600,227.3,24.0,397889,251355,697231,1105905
34.8,115.0,71.5,237683,73.1,7.68,1.38,37.2,Mbeya,2,2015,6,Hot,1,0,4,76,29,45,30.9,144600,136.5,35.7,1105905,918336,624224,666597
25.1,209.9,91.2,323070,13.4,8.4,4.12,20.5,Mbeya,3,2015,6,Rainy,1,0,4,76,29,45,30.9,144600,282.6,25.3,666597,397889,1045420,1043244
22.7,273.5,94.9,428713,78.2,6.78,3.22,47.7,Mbeya,4,2015,2,Rainy,0,0,4,76,29,45,30.9,144600,270.8,23.6,1043244,1105905,251355,1190564
27.4,90.7,52.8,433862,76.8,7.29,3.84,59.1,Mbeya,5,2015,4,Rainy,0,0,4,76,29,45,30.9,144600,115.0,26.7,1190564,666597,918336,1313612
33.0,284.6,92.5,226872,41.5,7.64,1.69,44.0,Mbeya,6,2015,0,Dry,0,0,4,76,29,45,30.9,144600,268.5,32.3,1313612,1043244,397889,762895
28.2,178.0,86.6,468906,113.2,6.53,4.11,84.4,Mbeya,7,2015,2,Dry,0,0,4,76,29,45,30.9,144600,258.5,28.6,762895,1190564,1105905,1615866
21.8,130.1,46.4,300828,153.6,7.7,3.15,79.0,Mbeya,8,2015,5,Dry,1,0,4,76,29,45,30.9,144600,153.6,22.0,1615866,1313612,666597,923052
24.4,220.9,60.6,240871,15.9,8.4,3.99,54.2,Mbeya,9,2015,1,Dry,0,0,4,76,29,45,30.9,144600,233.3,25.2,923052,762895,1043244,832078
32.6,214.1,88.1,364208,117.7,8.24,4.96,97.2,Mbeya,10,2015,3,Dry,0,0,4,76,29,45,30.9,144600,236.3,31.6,832078,1615866,1190564,1148990
32.1,74.7,90.5,164038,133.2,6.56,4.14,35.4,Mbeya,11,2015,6,Rainy,1,0,4,76,29,45,30.9,144600,93.9,32.3,1148990,923052,1313612,567592
31.4,124.3,57.7,346574,10.7,7.35,3.06,55.4,Mbeya,12,2015,1,Short Rains,0,0,4,76,29,45,30.9,144600,110.4,32.6,567592,832078,762895,1268487
28.6,209.3,83.3,76745,97.9,7.09,4.49,64.2,Mbeya,1,2016,4,Hot,0,0,4,76,29,45,30.9,144600,250.6,29.5,1268487,1148990,1615866,276816
24.7,89.0,81.0,435385,84.1,6.7,1.43,75.5,Mbeya,2,2016,0,Hot,0,0,4,76,29,45,30.9,144600,115.5,24.4,276816,567592,923052,1230855
33.6,94.4,55.3,426925,166.8,8.44,4.72,81.2,Mbeya,3,2016,1,Rainy,0,0,4,76,29,45,30.9,144600,66.7,33.4,1230855,1268487,832078,1706699
34.9,45.8,59.7,326194,56.9,7.84,0.65,92.8,Mbeya,4,2016,4,Rainy,0,0,4,76,29,45,30.9,144600,39.0,35.4,1706699,276816,1148990,1171447
25.6,130.5,62.7,511405,85.0,8.16,3.96,78.0,Mbeya,5,2016,6,Rainy,1,0,4,76,29,45,30.9,144600,70.7,26.8,1171447,1230855,567592,2035816
33.4,23.6,74.1,454506,156.2,7.2,1.98,84.5,Mbeya,6,2016,2,Dry,0,0,4,76,29,45,30.9,144600,20.9,33.5,2035816,1706699,1268487,1842657
25.0,15.1,50.0,489021,188.4,6.7,3.44,77.9,Mbeya,7,2016,4,Dry,0,0,4,76,29,45,30.9,144600,12.0,25.6,1842657,1171447,276816,1963500
22.2,198.2,66.3,212706,175.7,6.87,0.75,91.6,Mbeya,8,2016,0,Dry,0,0,4,76,29,45,30.9,144600,270.2,22.4,1963500,2035816,1230855,631682
32.2,80.5,86.1,174261,86.0,7.8,2.15,42.1,Mbeya,9,2016,3,Dry,0,0,4,76,29,45,30.9,144600,115.6,32.4,631682,1842657,1706699,495350
32.7,16.8,77.8,232089,138.3,8.08,2.19,33.9,Mbeya,10,2016,5,Dry,1,0,4,76,29,45,30.9,144600,11.3,31.4,495350,1963500,1171447,673704
20.7,278.7,67.3,480201,32.5,7.03,2.91,45.9,Mbeya,11,2016,1,Rainy,0,0,4,76,29,45,30.9,144600,159.6,19.7,673704,631682,2035816,1761972
24.6,229.7,82.7,249665,81.3,7.57,1.22,62.7,Mbeya,12,2016,3,Short Rains,0,1,4,76,29,45,30.9,144600,182.0,24.5,1761972,495350,1842657,757160
23.9,123.6,79.3,367234,78.9,7.57,2.26,70.2,Mbeya,1,2017,6,Hot,1,0,4,76,29,45,30.9,144600,140.5,23.1,757160,673704,1963500,1085975
26.7,128.2,56.6,515218,65.9,8.21,4.94,55.9,Mbeya,2,2017,2,Hot,0,0,4,76,29,45,30.9,144600,133.7,26.7,1085975,1761972,631682,1444422
20.4,180.0,75.1,513899,76.4,7.32,2.01,77.2,Mbeya,3,2017,2,Rainy,0,0,4,76,29,45,30.9,144600,240.3,19.6,1444422,757160,495350,1679018
30.5,41.9,54.9,466940,64.3,7.22,4.57,58.2,Mbeya,4,2017,5,Rainy,1,0,4,76,29,45,30.9,144600,46.2,29.5,1679018,1085975,673704,1506442
24.0,122.3,50.9,269701,19.3,7.7,3.16,28.7,Mbeya,5,2017,0,Rainy,0,0,4,76,29,45,30.9,144600,79.7,24.6,1506442,1444422,1761972,855188
29.7,285.4,91.8,196962,164.4,7.0,3.83,15.6,Mbeya,6,2017,3,Dry,0,0,4,76,29,45,30.9,144600,239.9,30.0,855188,1679018,757160,567586
26.9,116.8,86.1,372281,117.4,7.61,2.51,11.5,Mbeya,7,2017,5,Dry,1,0,4,76,29,45,30.9,144600,64.2,27.8,567586,1506442,1085975,1075528
31.9,38.8,54.2,413651,109.2,7.08,0.74,23.9,Mbeya,8,2017,1,Dry,0,0,4,76,29,45,30.9,144600,57.4,31.7,1075528,855188,1444422,1188031
24.3,213.7,63.4,508262,75.5,7.35,1.04,89.6,Mbeya,9,2017,4,Dry,0,0,4,76,29,45,30.9,144600,180.0,24.5,1188031,567586,1679018,1819374
29.9,191.4,42.7,81496,151.7,7.47,4.06,27.4,Mbeya,10,2017,6,Dry,1,0,4,76,29,45,30.9,144600,265.0,30.4,1819374,1075528,1506442,219197
28.0,148.4,65.6,269080,81.0,7.92,1.86,75.0,Mbeya,11,2017,2,Rainy,0,0,4,76,29,45,30.9,144600,206.1,26.8,219197,1188031,855188,711117
31.4,278.4,85.0,129937,24.3,6.73,2.78,99.7,Mbeya,12,2017,4,Short Rains,0,0,4,76,29,45,30.9,144600,329.3,31.7,711117,1819374,567586,352981
33.8,295.8,89.0,347741,172.5,6.85,1.91,89.1,Mbeya,1,2018,0,Hot,0,0,4,76,29,45,30.9,144600,382.3,33.7,352981,219197,1075528,1325241
29.1,216.4,51.8,288173,165.5,8.0,1.97,15.9,Mbeya,2,2018,3,Hot,0,0,4,76,29,45,30.9,144600,322.0,27.8,1325241,711117,1188031,964868
23.9,293.9,48.2,134292,106.7,8.16,3.5,35.7,Mbeya,3,2018,3,Rainy,0,0,4,76,29,45,30.9,144600,149.0,24.0,964868,352981,1819374,359485
32.3,5.9,65.5,369986,42.4,7.64,1.26,61.5,Mbeya,4,2018,6,Rainy,1,0,4,76,29,45,30.9,144600,5.3,31.1,359485,1325241,219197,1559266
21.2,268.3,78.9,159270,49.1,8.49,3.96,39.2,Mbeya,5,2018,1,Rainy,0,0,4,76,29,45,30.9,144600,316.4,20.9,1559266,964868,711117,385185
30.7,91.8,82.4,260208,32.5,6.6,1.46,30.5,Mbeya,6,2018,4,Dry,0,0,4,76,29,45,30.9,144600,48.3,30.4,385185,359485,352981,1051254
32.7,22.7,66.1,253082,173.9,7.93,4.93,27.0,Mbeya,7,2018,6,Dry,1,0,4,76,29,45,30.9,144600,24.8,31.4,1051254,1559266,1325241,1088795
20.6,150.6,91.6,400182,91.5,8.4,4.0,10.9,Mbeya,8,2018,2,Dry,0,0,4,76,29,45,30.9,144600,175.6,20.8,1088795,385185,964868,1544214
32.3,231.0,76.4,219069,152.4,7.15,0.81,88.9,Mbeya,9,2018,5,Dry,1,0,4,76,29,45,30.9,144600,246.1,33.4,1544214,1051254,359485,633287
25.3,258.7,90.4,331494,136.9,8.17,1.53,27.7,Mbeya,10,2018,0,Dry,0,0,4,76,29,45,30.9,144600,156.4,24.5,633287,1088795,1559266,1080582
29.5,65.8,41.1,153302,100.3,7.83,1.79,29.2,Mbeya,11,2018,3,Rainy,0,0,4,76,29,45,30.9,144600,70.0,30.0,1080582,1544214,385185,623643
24.5,62.1,60.9,78537,148.5,8.49,4.3,87.2,Mbeya,12,2018,5,Short Rains,1,0,4,76,29,45,30.9,144600,82.8,24.3,623643,633287,1051254,324804
20.1,93.4,57.2,430473,73.8,8.09,1.77,51.2,Mbeya,1,2019,1,Hot,0,0,4,76,29,45,30.9,144600,69.5,20.2,324804,1080582,1088795,1639563
34.8,100.4,47.8,333731,139.0,6.98,4.58,46.5,Mbeya,2,2019,4,Hot,0,0,4,76,29,45,30.9,144600,98.5,34.4,1639563,623643,1544214,921387
28.9,177.0,66.6,132249,111.0,7.52,2.49,49.2,Mbeya,3,2019,4,Rainy,0,0,4,76,29,45,30.9,144600,235.6,28.8,921387,324804,633287,451936
21.0,97.0,46.4,78740,166.2,7.76,3.66,40.1,Mbeya,4,2019,0,Rainy,0,1,4,76,29,45,30.9,144600,58.6,21.4,451936,1639563,1080582,295140
29.9,204.0,75.1,462936,14.1,7.97,3.91,20.4,Mbeya,5,2019,2,Rainy,0,0,4,76,29,45,30.9,144600,216.5,29.7,295140,921387,623643,1488087
26.9,109.3,90.3,222397,73.5,7.28,2.49,72.3,Mbeya,6,2019,5,Dry,1,0,4,76,29,45,30.9,144600,71.2,26.1,1488087,451936,324804,787509
22.9,182.0,91.5,258961,57.7,8.12,0.52,90.6,Mbeya,7,2019,0,Dry,0,0,4,76,29,45,30.9,144600,114.5,23.9,787509,295140,1639563,856904
34.8,243.9,69.0,453363,114.9,7.52,4.57,91.7,Mbeya,8,2019,3,Dry,0,0,4,76,29,45,30.9,144600,241.2,35.3,856904,1488087,921387,1424742
32.7,240.4,67.2,346357,66.9,7.36,1.87,30.1,Mbeya,9,2019,6,Dry,1,0,4,76,29,45,30.9,144600,261.9,32.9,1424742,787509,451936,1051271
20.5,203.7,94.9,230808,126.3,6.65,3.96,49.8,Mbeya,10,2019,1,Dry,0,0,4,76,29,45,30.9,144600,182.2,20.0,1051271,856904,295140,717219
32.4,121.8,46.9,212969,43.0,7.38,4.84,50.1,Mbeya,11,2019,4,Rainy,0,0,4,76,29,45,30.9,144600,72.3,32.1,717219,1424742,1488087,726475
33.8,56.1,47.4,337939,126.9,8.39,4.0,24.8,Mbeya,12,2019,6,Short Rains,1,0,4,76,29,45,30.9,144600,30.7,33.1,726475,1051271,787509,1364238
25.1,211.6,59.1,381878,64.1,7.14,1.41,32.7,Mbeya,1,2020,2,Hot,0,0,4,76,29,45,30.9,144600,276.1,24.4,1364238,717219,856904,1073446
26.4,293.5,71.3,350244,77.2,6.51,2.08,34.2,Mbeya,2,2020,5,Hot,1,0,4,76,29,45,30.9,144600,326.3,25.8,1073446,726475,1424742,1098544
27.5,271.6,53.4,149599,16.9,6.62,1.65,11.1,Mbeya,3,2020,6,Rainy,1,0,4,76,29,45,30.9,144600,172.0,26.3,1098544,1364238,1051271,446367
31.5,41.5,75.5,351929,15.5,7.86,2.94,34.4,Mbeya,4,2020,2,Rainy,0,0,4,76,29,45,30.9,144600,56.8,30.7,446367,1073446,717219,1004853
27.0,225.9,91.4,508166,173.1,7.49,4.57,37.9,Mbeya,5,2020,4,Rainy,0,0,4,76,29,45,30.9,144600,168.6,27.9,1004853,1098544,726475,1607997
22.3,247.0,93.7,216107,87.4,6.82,2.27,54.6,Mbeya,6,2020,0,Dry,0,0,4,76,29,45,30.9,144600,223.0,22.1,1607997,446367,1364238,735780
32.7,159.1,91.5,322166,90.1,7.43,1.28,54.0,Mbeya,7,2020,2,Dry,0,0,4,76,29,45,30.9,144600,142.2,31.6,735780,1004853,1073446,1170824
20.5,100.0,40.8,147980,95.9,8.23,2.54,26.3,Mbeya,8,2020,5,Dry,1,0,4,76,29,45,30.9,144600,134.3,20.3,1170824,1607997,1098544,541747
